_Glon,_Glat,_RAJ2000,_DEJ2000,recno,Name,EPA,GPA,Source,SimbadName,MASH,_RA,_DE
0.0058715,-1.8637261,268.2433333,-29.8897222,1,G000.0-01.8,163,42,MASH,PN G000.0-01.8,MASH,268.24333,-29.88972
0.2306027,-1.9297012,268.4400792,-29.7295389,2,M 2-19,110,170,CAM98,PN M 2-19,MASH,268.44008,-29.72954
0.2082207,-3.4499162,269.94875,-30.5097222,3,G000.2-03.4,100,160,MASH,PN G000.2-03.4,MASH,269.94875,-30.50972
0.3619126,12.2147404,255.3898833,-21.8257694,4,IC 4634,153,27,DSS2,IC 4634,MASH,255.38988,-21.82577
0.298108,7.344573,259.6783333,-24.6902778,5,G000.3+07.3,90,145,MASH,PN G000.3+07.3,MASH,259.67833,-24.69028
0.3156768,4.5272042,262.2804167,-26.2458333,6,G000.3+04.5,160,36,MASH,PN G000.3+04.5,MASH,262.28042,-26.24583
1.0335199,1.9781967,265.114025,-27.017475,7,K 1-4,155,33,DSS2,PN K 1-4,MASH,265.11402,-27.01747
1.2145686,-5.6613888,272.76125,-30.7033333,8,G001.2-05.6,138,19,MASH,PN G001.2-05.6,MASH,272.76125,-30.70333
1.2409307,2.1714854,265.0533917,-26.7392694,9,He 2-262,21,78,HST,Hen 2-262,MASH,265.05339,-26.73927
1.5179666,-2.4585795,269.705,-28.8822222,10,G001.5-02.4,60,120,MASH,PN G001.5-02.4,MASH,269.705,-28.88222
1.590569,-6.7175867,274.0511119,-30.8689031,11,SwSt 1,126,8,HST,PN SwSt 1,MASH,274.05111,-30.8689
1.7135862,-4.4553352,271.8105917,-29.6901417,12,H 1-55,90,151,HST,PN H 1-55,MASH,271.81059,-29.69014
1.8101666,-5.0306351,272.4454167,-29.8816667,13,G001.8-05.0,55,116,MASH,PN G001.8-05.0,MASH,272.44542,-29.88167
1.918116,2.1890508,265.43625,-26.1555556,14,G001.9+02.1,80,138,MASH,PN G001.9+02.1,MASH,265.43625,-26.15556
2.1006336,-13.4430384,281.4608333,-33.3422222,15,IC 4776,34,100,CAM98,IC 4776,MASH,281.46083,-33.34222
2.0702317,6.6100771,261.4229167,-23.6413889,16,G002.0+06.6,60,116,MASH,PN G002.0+06.6,MASH,261.42292,-23.64139
2.0284621,1.5141615,266.1415417,-26.4158611,17,G002.0+01.5,115,173,MASH,PN G002.0+01.5,MASH,266.14154,-26.41586
2.0476035,-3.2523446,270.79125,-28.8141667,18,G002.0-03.2,95,155,MASH,PN G002.0-03.2,MASH,270.79125,-28.81417
2.1782733,-2.4589364,270.0783333,-28.3097222,19,G002.1-02.4,130,10,MASH,PN G002.1-02.4,MASH,270.07833,-28.30972
2.120529,-2.8015351,270.3845833,-28.5291667,20,G002.1-02.8,15,75,MASH,PN G002.1-02.8,MASH,270.38458,-28.52917
2.1151446,-4.204569,271.7801625,-29.2184306,21,H 1-54,137,18,HST,PN H 1-54,MASH,271.78016,-29.21843
2.2859823,5.7974571,262.29375,-23.9083333,22,G002.2+05.8,5,61,MASH,PN G002.2+05.8,MASH,262.29375,-23.90833
2.2380619,-1.2642765,268.94,-27.6613889,23,G002.2-01.2,40,99,MASH,PN G002.2-01.2,MASH,268.94,-27.66139
2.3348236,1.6954956,266.1475,-26.06,24,G002.3+01.7,35,93,MASH,PN G002.3+01.7,MASH,266.1475,-26.06
2.2913164,-9.4806492,277.2985542,-31.4997806,25,Cn 1-5,162,45,HST,PN Cn 1-5,MASH,277.29855,-31.49978
2.4321056,5.84699,262.3351792,-23.7595056,26,NGC 6369,135,44,DSS2,NGC 6369,MASH,262.33518,-23.75951
2.4409173,3.5098316,264.50125,-25.0127778,27,G002.4+03.5,46,103,MASH,PN G002.4+03.5,MASH,264.50125,-25.01278
2.4836144,1.1877279,266.7166667,-26.1972222,28,G002.4+01.1,62,120,MASH,PN G002.4+01.1,MASH,266.71667,-26.19722
2.4116795,-5.0580669,272.8015417,-29.3679167,29,G002.4-05.0,15,76,MASH,PN G002.4-05.0,MASH,272.80154,-29.36792
2.3531253,-3.4122055,271.1203083,-28.6262639,30,H 2-37,71,131,HST,PN H 2-37,MASH,271.12031,-28.62626
2.519932,4.8055706,263.3445833,-24.2513889,31,G002.5+04.8,16,73,MASH,PN G002.5+04.8,MASH,263.34458,-24.25139
2.7386191,-4.8515021,272.77095,-28.9831472,32,M 1-42,21,83,CAM98,PN M 1-42,MASH,272.77095,-28.98315
2.8060739,-4.160953,272.1158333,-28.5936111,33,G002.8-04.1,65,126,MASH,PN G002.8-04.1,MASH,272.11583,-28.59361
2.8000905,1.7471854,266.3679625,-25.636225,34,Te 1567,0,58,HST,Terz N 1567,MASH,266.36796,-25.63622
2.9205482,-3.0465651,271.0720833,-27.9533333,35,G002.9-03.0,15,75,MASH,PN G002.9-03.0,MASH,271.07208,-27.95333
3.0468515,-1.7692086,269.8883333,-27.2138889,36,G003.0-01.7,140,20,MASH,PN G003.0-01.7,MASH,269.88833,-27.21389
3.1503948,5.2786741,263.2795417,-23.4673611,37,G003.1+05.2,135,12,MASH,PN G003.1+05.2,MASH,263.27954,-23.46736
3.124418,-1.6944399,269.85875,-27.1094444,38,G003.1-01.6,100,160,MASH,PN G003.1-01.6,MASH,269.85875,-27.10944
3.1707946,2.928637,265.4698458,-24.7022417,39,Hb 4,140,18,HST,PN Hb 4,MASH,265.46985,-24.70224
3.3917396,-1.6663464,269.9804167,-26.8636111,40,G003.3-01.6,30,90,MASH,PN G003.3-01.6,MASH,269.98042,-26.86361
3.553185,-2.4419678,270.8267,-27.1062806,41,IC 4673,126,7,DSS2,IC 4673,MASH,270.8267,-27.10628
3.5487513,4.5827059,264.1520833,-23.5058333,42,G003.5+04.5,35,92,MASH,PN G003.5+04.5,MASH,264.15208,-23.50583
3.5281849,2.6750181,265.9133333,-24.5313889,43,G003.5+02.6,45,103,MASH,PN G003.5+02.6,MASH,265.91333,-24.53139
3.5978105,-3.0937257,271.4908333,-27.3858333,44,G003.6-03.0,145,25,MASH,PN G003.6-03.0,MASH,271.49083,-27.38583
3.8051885,5.3324525,263.6117375,-22.8888083,45,H 2-15,,,HST,PN H 2-15,MASH,263.61174,-22.88881
3.8502351,-4.3520973,272.8719292,-27.771025,46,H 1-59,71,132,HST,PN H 1-59,MASH,272.87193,-27.77102
4.0440615,-2.5972983,271.2479167,-26.7547222,47,G004.0-02.6,115,175,MASH,PN G004.0-02.6,MASH,271.24792,-26.75472
4.0378954,-2.7149421,271.3595833,-26.8175,48,G004.0-02.7,92,152,MASH,PN G004.0-02.7,MASH,271.35958,-26.8175
4.1543032,-3.3095165,272.0058333,-27.0044444,49,G004.1-03.3,85,145,MASH,PN G004.1-03.3,MASH,272.00583,-27.00444
4.2786078,-2.5541659,271.33375,-26.5291667,50,G004.2-02.5,140,20,MASH,PN G004.2-02.5,MASH,271.33375,-26.52917
4.5688915,6.0614235,263.3875,-21.8563889,51,G004.5 + 06.0,60,117,MASH,PN G004.5+06.0,MASH,263.3875,-21.85639
4.5144553,6.8404603,262.6499,-21.4822861,52,H 2-12,,,HST,PN H 2-12,MASH,262.6499,-21.48229
4.8343957,-1.1945535,270.3204167,-25.3772222,53,G004.8-01.1,32,92,MASH,PN G004.8-01.1,MASH,270.32042,-25.37722
4.8607824,2.05365,267.2520042,-23.7151639,54,H 2-25,41,99,HST,PN H 2-25,MASH,267.252,-23.71516
4.9392847,4.936221,264.6262792,-22.1441333,55,M 1-25,40,97,HST,PN M 1-25,MASH,264.62628,-22.14413
5.0677698,2.2421489,267.1916667,-23.4408333,56,G005.0+02.2,166,44,MASH,PN G005.0+02.2,MASH,267.19167,-23.44083
5.4292298,-3.4574928,272.8345833,-25.9597222,57,G005.4-03.4,168,49,MASH,PN G005.4-03.4,MASH,272.83458,-25.95972
5.902148,-9.853462,279.4775,-28.4586111,58,G005.9-09.8,140,24,MASH,PN G005.9-09.8,MASH,279.4775,-28.45861
6.0792724,3.1500662,266.9116667,-22.1072222,59,M 1-28,14,73,DSS2,PN M 1-28,MASH,266.91167,-22.10722
6.1247069,3.8653023,266.2770833,-21.6986111,60,G006.1+03.8,0,58,MASH,PN G006.1+03.8,MASH,266.27708,-21.69861
6.1178623,1.5313596,268.4392083,-22.9010833,61,G006.1+01.5,65,124,MASH,PN G006.1+01.5,MASH,268.43921,-22.90108
6.1876359,8.3618594,262.2399167,-19.2647778,62,M 1-20,102,159,HST,PN M 1-20,MASH,262.23992,-19.26478
6.3674681,1.7542356,268.3679167,-22.5730556,63,G006.3+01.7,170,49,MASH,PN G006.3+01.7,MASH,268.36792,-22.57306
6.4158257,-3.4646182,273.3625,-25.0977778,64,G006.4-03.4,147,28,MASH,PN G006.4-03.4,MASH,273.3625,-25.09778
6.4740481,-5.5585934,275.4425,-26.0291667,65,G006.4-05.5,140,22,MASH,PN G006.4-05.5,MASH,275.4425,-26.02917
6.5390833,8.7885469,262.0583333,-18.7419444,66,G006.5+08.7,54,111,MASH,PN G006.5+08.7,MASH,262.05833,-18.74194
6.5086601,-3.9150871,273.8491667,-25.23,67,G006.5-03.9,20,81,MASH,PN G006.5-03.9,MASH,273.84917,-25.23
6.8027334,4.1604966,266.38225,-20.9671667,68,M 3-15,122,0,HST,PN M 3-15,MASH,266.38225,-20.96717
7.1065082,7.388611,263.6258333,-19.0169444,69,G007.1+07.3,136,13,MASH,PN G007.1+07.3,MASH,263.62583,-19.01694
7.1942523,4.9342519,265.8916667,-20.2322222,70,G007.1+04.9,118,176,MASH,PN G007.1+04.9,MASH,265.89167,-20.23222
7.1542244,-5.0033349,275.245,-25.1716667,71,G007.1-05.0,65,127,MASH,PN G007.1-05.0,MASH,275.245,-25.17167
7.3587253,1.7688007,268.8945833,-21.7105556,72,G007.3+01.7,30,89,MASH,PN G007.3+01.7,MASH,268.89458,-21.71056
7.4077462,1.7619397,268.9275,-21.6716667,73,G007.4+01.7,13,72,MASH,PN G007.4+01.7,MASH,268.9275,-21.67167
7.8124249,-3.7002351,274.3164458,-23.9818083,74,M 2-34,177,59,DSS2,PN M 2-34,MASH,274.31645,-23.98181
7.8795778,4.3337355,266.815,-19.9577778,75,G007.8+04.3,80,138,MASH,PN G007.8+04.3,MASH,266.815,-19.95778
7.8829621,-4.4074037,275.0368625,-24.2514139,76,H 1-65,,,HST,PN H 1-65,MASH,275.03686,-24.25141
8.0757115,3.9050371,267.313375,-20.0095833,77,NGC 6445,149,110,DSS2,NGC 6445,MASH,267.31337,-20.00958
8.3349922,-1.1037981,272.1083083,-22.2814583,78,M 1-40,44,105,CAM98,PN M 1-40,MASH,272.10831,-22.28146
8.3303406,9.6362684,262.3045833,-16.7951667,79,G008.3+09.6,120,177,MASH,PN G008.3+09.6,MASH,262.30458,-16.79517
8.2862936,6.87504,264.7379167,-18.2930556,80,He 2-260,85,143,HST,Hen 2-260,MASH,264.73792,-18.29306
8.4399075,-2.8291517,273.8029167,-23.0177222,81,G008.4-02.8,85,146,MASH,PN G008.4-02.8,MASH,273.80292,-23.01772
8.7447642,-4.209816,275.2841667,-23.3991389,82,G008.7-04.2,135,17,MASH,PN G008.7-04.2,MASH,275.28417,-23.39914
9.0083166,-2.2572526,273.5508333,-22.2461111,83,G009.0-02.2,15,76,MASH,PN G009.0-02.2,MASH,273.55083,-22.24611
9.0033937,-2.4528432,273.7341667,-22.3436111,84,G009.0-02.4,18,79,MASH,PN G009.0-02.4,MASH,273.73417,-22.34361
9.4257557,-1.2291214,272.7941667,-21.3872222,85,G009.4-01.2,53,114,MASH,PN G009.4-01.2,MASH,272.79417,-21.38722
9.654918,14.8136975,258.5180083,-12.910475,86,NGC 6309,56,114,DSS2,NGC 6309,MASH,258.51801,-12.91047
9.662063,10.5141075,262.2584583,-15.2178889,87,A 41,143,21,DSS2,PN A66  41,MASH,262.25846,-15.21789
9.80766,-1.1454056,272.9125,-21.0122222,88,G009.8-01.1,10,71,MASH,PN G009.8-01.1,MASH,272.9125,-21.01222
9.9454106,4.5856368,267.6983333,-18.0583333,89,G009.9+04.5,60,119,MASH,PN G009.9+04.5,MASH,267.69833,-18.05833
10.0782959,-1.5135931,273.3975,-20.9513889,90,G010.0-01.5,65,126,MASH,PN G010.0-01.5,MASH,273.3975,-20.95139
10.0988728,0.7394033,271.3046,-19.8430222,91,NGC 6537,38,99,DSS2,NGC 6537,MASH,271.3046,-19.84302
10.2112484,0.3434383,271.7304167,-19.9383333,92,G010.2+00.3,50,110,MASH,PN G010.2+00.3,MASH,271.73042,-19.93833
10.8988213,18.0554815,256.4081333,-10.1429389,93,M 2-9,179,57,DSS2,PN M 2-9,MASH,256.40813,-10.14294
10.7703462,-6.4770319,278.4776375,-22.6446972,94,IC 4732,,,HST,IC 4732,MASH,278.47764,-22.6447
10.8180515,-1.8270075,274.0688208,-20.4507417,95,NGC 6578,144,25,HST,NGC 6578,MASH,274.06882,-20.45074
11.0010549,1.4442318,271.1216667,-18.7113889,96,G011.0+01.4,60,120,MASH,PN G011.0+01.4,MASH,271.12167,-18.71139
11.139102,11.5509203,262.14245,-13.4391167,97,M 2-13,40,98,CAM98,PN M 2-13,MASH,262.14245,-13.43912
11.3971504,17.9861212,256.7289625,-9.7830417,98,DeHt 10,175,53,DSS2,PN G011.4+17.9,MASH,256.72896,-9.78304
11.7436007,-0.6497274,273.4380667,-19.0760194,99,NGC 6567,107,168,HST,NGC 6567,MASH,273.43807,-19.07602
11.9927685,7.3678568,266.28125,-14.8897222,100,G011.9+07.3,165,44,MASH,PN G011.9+07.3,MASH,266.28125,-14.88972
12.1662629,2.7999813,270.4820833,-17.0311111,101,G012.1+02.8,150,30,MASH,PN G012.1+02.8,MASH,270.48208,-17.03111
12.2193619,4.9227799,268.5879167,-15.93105,102,PM 1-188,,,HST,PN PM 1-188,MASH,268.58792,-15.93105
12.5529647,4.3310591,269.29375,-15.9380556,103,G012.5+04.3,113,173,MASH,PN G012.5+04.3,MASH,269.29375,-15.93806
13.1611882,5.0680378,268.9433333,-15.0455556,104,G013.1+05.0,85,145,MASH,PN G013.1+05.0,MASH,268.94333,-15.04556
13.1177809,4.1526105,269.744975,-15.5374417,105,M 1-33,30,90,HST,PN M 1-33,MASH,269.74497,-15.53744
13.6825284,-4.6547868,278.1445833,-19.2352778,106,G013.6-04.6,90,152,MASH,PN G013.6-04.6,MASH,278.14458,-19.23528
13.7938473,-15.3072386,288.5477708,-23.6910694,107,We 4-5,141,27,DSS2,[W95] 5,MASH,288.54777,-23.69107
13.8849679,-2.8145679,276.5178167,-18.2088333,108,SaWe 3,133,15,DSS2,PN SaWe 3,MASH,276.51782,-18.20883
14.6191875,2.3527837,272.1329167,-15.1105556,109,G014.6+02.3,50,110,MASH,PN G014.6+02.3,MASH,272.13292,-15.11056
14.6576562,1.0124685,273.3708333,-15.7219444,110,G014.6+01.0,175,56,MASH,PN G014.6+01.0,MASH,273.37083,-15.72194
15.6281331,-3.0130646,277.5468417,-16.7573111,111,A 44,131,13,DSS2,PN A66  44,MASH,277.54684,-16.75731
15.9283726,3.3579972,271.8779125,-13.4798917,112,M 1-39,80,140,HST,PN M 1-39,MASH,271.87791,-13.47989
16.0660072,-4.3896547,279.0348208,-16.9991722,113,M 1-54,104,167,DSS2,PN M 1-54,MASH,279.03482,-16.99917
16.012823,-7.6228665,282.0456833,-18.4938889,114,G016.0-07.6,135,18,MASH,PN G016.0-07.6,MASH,282.04568,-18.49389
16.3193213,-2.3132354,277.2325,-15.8216667,115,G016.3-02.3,168,50,MASH,PN G016.3-02.3,MASH,277.2325,-15.82167
16.4157495,-0.9299216,276.00875,-15.0925,116,G016.4-00.9,139,20,MASH,PN G016.4-00.9,MASH,276.00875,-15.0925
16.5958857,3.1440095,272.4008333,-12.9994444,117,G016.6+03.1,90,151,MASH,PN G016.6+03.1,MASH,272.40083,-12.99944
18.0326015,-2.2146756,277.9608333,-14.2577778,118,G018.0-02.2,56,118,MASH,PN G018.0-02.2,MASH,277.96083,-14.25778
18.5607275,-1.6289774,277.6766667,-13.5191667,119,G018.5-01.6,160,42,MASH,PN G018.5-01.6,MASH,277.67667,-13.51917
19.4227128,-13.6247963,289.2673625,-18.0269833,120,DeHt 3,13,73,DSS2,PN DeHt 3,MASH,289.26736,-18.02698
19.870657,5.6629001,271.7491083,-8.9257778,121,CTS 1,102,163,CAM98,PN CTS 1,MASH,271.74911,-8.92578
20.4433246,2.2556834,275.0641667,-10.0413889,122,G020.4+02.2,115,176,MASH,PN G020.4+02.2,MASH,275.06417,-10.04139
20.9990593,-1.1246447,278.3705958,-11.1240028,123,M 1-51,29,92,CAM98,PN M 1-51,MASH,278.3706,-11.124
21.7431376,-0.6726287,278.3115542,-10.2554028,124,M 3-55,57,120,CAM98,PN M 3-55,MASH,278.31155,-10.2554
21.8200882,-0.4778055,278.1720333,-10.0972306,125,M 3-28,2,64,DSS2,PN M 3-28,MASH,278.17203,-10.09723
22.1810834,-2.4086712,280.0843667,-10.6631028,126,M 1-57,137,20,CAM98,PN M 1-57,MASH,280.08437,-10.6631
22.0709805,-3.1852916,280.7374125,-11.11475,127,M 1-58,78,140,HST,PN M 1-58,MASH,280.73741,-11.11475
22.5698862,1.0549088,277.1468417,-8.7230056,128,MaC 1-13,26,88,DSS2,PN MaC 1-13,MASH,277.14684,-8.72301
23.4401642,0.7453969,277.8316667,-8.0952778,129,G023.4+00.7,145,27,MASH,PN G023.4+00.7,MASH,277.83167,-8.09528
23.9281491,-2.3441308,280.834075,-9.0801778,130,M 1-59,116,179,CAM98,PN M 1-59,MASH,280.83407,-9.08018
24.1226624,3.8853624,275.3493792,-6.0321639,131,M 2-40,80,142,CAM98,PN M 2-40,MASH,275.34938,-6.03216
24.2186907,5.9329318,273.5765,-4.98925,132,M 4-9,167,50,DSS2,PN M 4-9,MASH,273.5765,-4.98925
24.3669496,-3.3611692,281.9533292,-9.151925,133,Pe 1-17,45,108,CAM98,PN Pe 1-17,MASH,281.95333,-9.15192
24.4054652,-3.5441882,282.13625,-9.2005556,134,G024.4-03.5,60,122,MASH,PN G024.4-03.5,MASH,282.13625,-9.20056
25.0262097,-11.663521,289.8242458,-12.24355,135,A 60,103,166,DSS2,PN A66  60,MASH,289.82425,-12.24355
25.4181559,-4.7142341,283.655025,-8.8275222,136,IC 1295,69,132,CAM98,IC 1295,MASH,283.65502,-8.82752
25.8587589,-17.9117848,295.9910167,-14.1533083,137,NGC 6818,13,79,CAM98,NGC 6818,MASH,295.99102,-14.15331
25.9268818,-0.9845861,280.5335125,-6.6820306,138,Pe 1-14,45,108,CAM98,PN Pe 1-14,MASH,280.53351,-6.68203
26.2215391,-3.4493853,282.8804167,-7.5413889,139,G026.2-03.4,7,69,MASH,PN G026.2-03.4,MASH,282.88042,-7.54139
