_Glon,_Glat,_RAJ2000,_DEJ2000,recno,Name,EPA,GPA,Source,SimbadName,MASH,_RA,_DE,α_min,α_max,α_rango
0.0058715,-1.8637261,268.2433333,-29.8897222,1,G000.0-01.8,163,42,MASH,PN G000.0-01.8,MASH,268.24333,-29.88972,1.2078603352822914,2.2856122038858935,1.077751868603602
0.2306027,-1.9297012,268.4400792,-29.7295389,2,M 2-19,110,170,CAM98,PN M 2-19,MASH,268.44008,-29.72954,0.7504321330588799,2.676277178412022,1.925845045353142
0.2082207,-3.4499162,269.94875,-30.5097222,3,G000.2-03.4,100,160,MASH,PN G000.2-03.4,MASH,269.94875,-30.50972,1.367307037492051,2.9435817703889864,1.5762747328969353
0.3619126,12.2147404,255.3898833,-21.8257694,4,IC 4634,153,27,DSS2,IC 4634,MASH,255.38988,-21.82577,0.23139807407771606,2.2274398974273826,1.9960418233496666
0.298108,7.344573,259.6783333,-24.6902778,5,G000.3+07.3,90,145,MASH,PN G000.3+07.3,MASH,259.67833,-24.69028,0.13832749252769905,2.9509003161986294,2.8125728236709304
0.3156768,4.5272042,262.2804167,-26.2458333,6,G000.3+04.5,160,36,MASH,PN G000.3+04.5,MASH,262.28042,-26.24583,1.3919680590752206,2.112398875446129,0.7204308163709086
1.0335199,1.9781967,265.114025,-27.017475,7,K 1-4,155,33,DSS2,PN K 1-4,MASH,265.11402,-27.01747,0.609071778077171,2.704515674971532,2.095443896894361
1.2145686,-5.6613888,272.76125,-30.7033333,8,G001.2-05.6,138,19,MASH,PN G001.2-05.6,MASH,272.76125,-30.70333,1.1732545359559623,1.9463864806856987,0.7731319447297365
1.2409307,2.1714854,265.0533917,-26.7392694,9,He 2-262,21,78,HST,Hen 2-262,MASH,265.05339,-26.73927,1.3240508310300698,2.145429492965395,0.8213786619353254
1.5179666,-2.4585795,269.705,-28.8822222,10,G001.5-02.4,60,120,MASH,PN G001.5-02.4,MASH,269.705,-28.88222,0.9971331017144325,2.2641487873443435,1.267015685629911
1.590569,-6.7175867,274.0511119,-30.8689031,11,SwSt 1,126,8,HST,PN SwSt 1,MASH,274.05111,-30.8689,0.22158936216012198,2.9980234200375553,2.776434057877433
1.7135862,-4.4553352,271.8105917,-29.6901417,12,H 1-55,90,151,HST,PN H 1-55,MASH,271.81059,-29.69014,1.5072177663742385,1.9039238688475648,0.39670610247332627
1.8101666,-5.0306351,272.4454167,-29.8816667,13,G001.8-05.0,55,116,MASH,PN G001.8-05.0,MASH,272.44542,-29.88167,1.1177115231296335,2.19012491479285,1.0724133916632164
1.918116,2.1890508,265.43625,-26.1555556,14,G001.9+02.1,80,138,MASH,PN G001.9+02.1,MASH,265.43625,-26.15556,1.0491263041462224,2.115267910694655,1.0661416065484326
2.1006336,-13.4430384,281.4608333,-33.3422222,15,IC 4776,34,100,CAM98,IC 4776,MASH,281.46083,-33.34222,1.4807808023381261,2.214382878333607,0.7336020759954807
2.0702317,6.6100771,261.4229167,-23.6413889,16,G002.0+06.6,60,116,MASH,PN G002.0+06.6,MASH,261.42292,-23.64139,1.2381034245583715,2.4060441398714967,1.1679407153131252
2.0284621,1.5141615,266.1415417,-26.4158611,17,G002.0+01.5,115,173,MASH,PN G002.0+01.5,MASH,266.14154,-26.41586,1.3316374431940443,2.0200033229954513,0.688365879801407
2.0476035,-3.2523446,270.79125,-28.8141667,18,G002.0-03.2,95,155,MASH,PN G002.0-03.2,MASH,270.79125,-28.81417,0.5264756114051293,2.5661009373869796,2.0396253259818504
2.1782733,-2.4589364,270.0783333,-28.3097222,19,G002.1-02.4,130,10,MASH,PN G002.1-02.4,MASH,270.07833,-28.30972,0.5448817477528944,2.552387161212536,2.0075054134596417
2.120529,-2.8015351,270.3845833,-28.5291667,20,G002.1-02.8,15,75,MASH,PN G002.1-02.8,MASH,270.38458,-28.52917,1.1277884281208124,1.7632204810543768,0.6354320529335644
2.1151446,-4.204569,271.7801625,-29.2184306,21,H 1-54,137,18,HST,PN H 1-54,MASH,271.78016,-29.21843,0.23266461604329056,2.908814664282958,2.6761500482396676
2.2859823,5.7974571,262.29375,-23.9083333,22,G002.2+05.8,5,61,MASH,PN G002.2+05.8,MASH,262.29375,-23.90833,0.7394216331464859,3.061112972266629,2.321691339120143
2.2380619,-1.2642765,268.94,-27.6613889,23,G002.2-01.2,40,99,MASH,PN G002.2-01.2,MASH,268.94,-27.66139,0.7475716430777181,2.5609305157128155,1.8133588726350975
2.3348236,1.6954956,266.1475,-26.06,24,G002.3+01.7,35,93,MASH,PN G002.3+01.7,MASH,266.1475,-26.06,0.4406737919274876,2.7228906206673344,2.282216828739847
2.2913164,-9.4806492,277.2985542,-31.4997806,25,Cn 1-5,162,45,HST,PN Cn 1-5,MASH,277.29855,-31.49978,0.4801657923800728,2.441625416481783,1.9614596241017102
2.4321056,5.84699,262.3351792,-23.7595056,26,NGC 6369,135,44,DSS2,NGC 6369,MASH,262.33518,-23.75951,1.2748742922091414,2.616046996873387,1.3411727046642454
2.4409173,3.5098316,264.50125,-25.0127778,27,G002.4+03.5,46,103,MASH,PN G002.4+03.5,MASH,264.50125,-25.01278,0.8308179041235988,1.8048275819452528,0.974009677821654
2.4836144,1.1877279,266.7166667,-26.1972222,28,G002.4+01.1,62,120,MASH,PN G002.4+01.1,MASH,266.71667,-26.19722,1.3436366310383467,2.2281586464445233,0.8845220154061766
2.4116795,-5.0580669,272.8015417,-29.3679167,29,G002.4-05.0,15,76,MASH,PN G002.4-05.0,MASH,272.80154,-29.36792,1.3830292819496144,2.1787850212104534,0.795755739260839
2.3531253,-3.4122055,271.1203083,-28.6262639,30,H 2-37,71,131,HST,PN H 2-37,MASH,271.12031,-28.62626,0.28822849052537475,2.5989300331196987,2.310701542594324
2.519932,4.8055706,263.3445833,-24.2513889,31,G002.5+04.8,16,73,MASH,PN G002.5+04.8,MASH,263.34458,-24.25139,0.24658740560022366,3.032605927710409,2.7860185221101856
2.7386191,-4.8515021,272.77095,-28.9831472,32,M 1-42,21,83,CAM98,PN M 1-42,MASH,272.77095,-28.98315,1.4256985449792474,2.062712187795976,0.6370136428167286
2.8060739,-4.160953,272.1158333,-28.5936111,33,G002.8-04.1,65,126,MASH,PN G002.8-04.1,MASH,272.11583,-28.59361,0.6562162651923644,2.4025212469198847,1.7463049817275202
2.8000905,1.7471854,266.3679625,-25.636225,34,Te 1567,0,58,HST,Terz N 1567,MASH,266.36796,-25.63622,1.340203936131886,1.878444644570434,0.5382407084385479
2.9205482,-3.0465651,271.0720833,-27.9533333,35,G002.9-03.0,15,75,MASH,PN G002.9-03.0,MASH,271.07208,-27.95333,0.27414498123646114,1.5550716063984,1.280926625161939
3.0468515,-1.7692086,269.8883333,-27.2138889,36,G003.0-01.7,140,20,MASH,PN G003.0-01.7,MASH,269.88833,-27.21389,1.0492150536855065,2.1156178094053497,1.0664027557198432
3.1503948,5.2786741,263.2795417,-23.4673611,37,G003.1+05.2,135,12,MASH,PN G003.1+05.2,MASH,263.27954,-23.46736,0.864738196284991,2.762045298486625,1.897307102201634
3.124418,-1.6944399,269.85875,-27.1094444,38,G003.1-01.6,100,160,MASH,PN G003.1-01.6,MASH,269.85875,-27.10944,0.23928896285248571,2.910516484333451,2.671227521480965
3.1707946,2.928637,265.4698458,-24.7022417,39,Hb 4,140,18,HST,PN Hb 4,MASH,265.46985,-24.70224,0.15936271331626664,1.8093211668590237,1.649958453542757
3.3917396,-1.6663464,269.9804167,-26.8636111,40,G003.3-01.6,30,90,MASH,PN G003.3-01.6,MASH,269.98042,-26.86361,1.3581650330937363,1.9183768385318494,0.5602118054381131
3.553185,-2.4419678,270.8267,-27.1062806,41,IC 4673,126,7,DSS2,IC 4673,MASH,270.8267,-27.10628,0.09407342377215924,2.679892635965405,2.5858192121932455
3.5487513,4.5827059,264.1520833,-23.5058333,42,G003.5+04.5,35,92,MASH,PN G003.5+04.5,MASH,264.15208,-23.50583,0.4841430138859758,2.674603352792116,2.19046033890614
3.5281849,2.6750181,265.9133333,-24.5313889,43,G003.5+02.6,45,103,MASH,PN G003.5+02.6,MASH,265.91333,-24.53139,0.03933980768259656,2.4440905019698036,2.4047506942872072
3.5978105,-3.0937257,271.4908333,-27.3858333,44,G003.6-03.0,145,25,MASH,PN G003.6-03.0,MASH,271.49083,-27.38583,0.5204189210524318,1.580478152010437,1.060059230958005
3.8502351,-4.3520973,272.8719292,-27.771025,46,H 1-59,71,132,HST,PN H 1-59,MASH,272.87193,-27.77102,0.7837565169726769,2.3531514198232895,1.5693949028506124
4.0440615,-2.5972983,271.2479167,-26.7547222,47,G004.0-02.6,115,175,MASH,PN G004.0-02.6,MASH,271.24792,-26.75472,0.884192943020398,2.0983764625056254,1.2141835194852275
4.0378954,-2.7149421,271.3595833,-26.8175,48,G004.0-02.7,92,152,MASH,PN G004.0-02.7,MASH,271.35958,-26.8175,0.04197676433662889,2.888645268652876,2.8466685043162467
4.1543032,-3.3095165,272.0058333,-27.0044444,49,G004.1-03.3,85,145,MASH,PN G004.1-03.3,MASH,272.00583,-27.00444,0.9990221123745845,1.944468565496465,0.9454464531218806
4.2786078,-2.5541659,271.33375,-26.5291667,50,G004.2-02.5,140,20,MASH,PN G004.2-02.5,MASH,271.33375,-26.52917,0.16434869135116156,2.972593492088075,2.8082448007369134
4.5688915,6.0614235,263.3875,-21.8563889,51,G004.5 + 06.0,60,117,MASH,PN G004.5+06.0,MASH,263.3875,-21.85639,0.8180957737748493,2.46930698735203,1.6512112135771806
4.8343957,-1.1945535,270.3204167,-25.3772222,53,G004.8-01.1,32,92,MASH,PN G004.8-01.1,MASH,270.32042,-25.37722,0.795815910285596,2.400893709289111,1.605077799003515
4.8607824,2.05365,267.2520042,-23.7151639,54,H 2-25,41,99,HST,PN H 2-25,MASH,267.252,-23.71516,0.2698572465669579,2.985046615278002,2.715189368711044
4.9392847,4.936221,264.6262792,-22.1441333,55,M 1-25,40,97,HST,PN M 1-25,MASH,264.62628,-22.14413,0.9636706236384743,2.2485674829455964,1.2848968593071222
5.0677698,2.2421489,267.1916667,-23.4408333,56,G005.0+02.2,166,44,MASH,PN G005.0+02.2,MASH,267.19167,-23.44083,1.2936550032116052,2.1854593063228145,0.8918043031112093
5.4292298,-3.4574928,272.8345833,-25.9597222,57,G005.4-03.4,168,49,MASH,PN G005.4-03.4,MASH,272.83458,-25.95972,0.9330565060418452,2.8030387146295297,1.8699822085876845
5.902148,-9.853462,279.4775,-28.4586111,58,G005.9-09.8,140,24,MASH,PN G005.9-09.8,MASH,279.4775,-28.45861,1.4293375067373049,2.750928823934214,1.321591317196909
6.0792724,3.1500662,266.9116667,-22.1072222,59,M 1-28,14,73,DSS2,PN M 1-28,MASH,266.91167,-22.10722,1.471185315021202,3.028378189955838,1.5571928749346362
6.1247069,3.8653023,266.2770833,-21.6986111,60,G006.1+03.8,0,58,MASH,PN G006.1+03.8,MASH,266.27708,-21.69861,1.5126697950341927,2.602902565805533,1.0902327707713402
6.1178623,1.5313596,268.4392083,-22.9010833,61,G006.1+01.5,65,124,MASH,PN G006.1+01.5,MASH,268.43921,-22.90108,1.3150021272936168,1.9827008341474204,0.6676987068538036
6.1876359,8.3618594,262.2399167,-19.2647778,62,M 1-20,102,159,HST,PN M 1-20,MASH,262.23992,-19.26478,1.3843734021079708,2.375874291629457,0.9915008895214863
6.3674681,1.7542356,268.3679167,-22.5730556,63,G006.3+01.7,170,49,MASH,PN G006.3+01.7,MASH,268.36792,-22.57306,1.2040367804184475,2.2067372386314106,1.002700458212963
6.4158257,-3.4646182,273.3625,-25.0977778,64,G006.4-03.4,147,28,MASH,PN G006.4-03.4,MASH,273.3625,-25.09778,1.2805253483306003,3.1106230741992413,1.830097725868641
6.4740481,-5.5585934,275.4425,-26.0291667,65,G006.4-05.5,140,22,MASH,PN G006.4-05.5,MASH,275.4425,-26.02917,0.2159831222713392,2.5630588463363586,2.3470757240650193
6.5390833,8.7885469,262.0583333,-18.7419444,66,G006.5+08.7,54,111,MASH,PN G006.5+08.7,MASH,262.05833,-18.74194,1.5214437928397644,2.6462485496423773,1.124804756802613
6.5086601,-3.9150871,273.8491667,-25.23,67,G006.5-03.9,20,81,MASH,PN G006.5-03.9,MASH,273.84917,-25.23,0.9264415453029609,2.9423565948508994,2.0159150495479388
6.8027334,4.1604966,266.38225,-20.9671667,68,M 3-15,122,0,HST,PN M 3-15,MASH,266.38225,-20.96717,0.8149536312838107,2.7215050740184368,1.9065514427346262
7.1065082,7.388611,263.6258333,-19.0169444,69,G007.1+07.3,136,13,MASH,PN G007.1+07.3,MASH,263.62583,-19.01694,1.2533461635711043,1.8389230599425397,0.5855768963714354
7.1942523,4.9342519,265.8916667,-20.2322222,70,G007.1+04.9,118,176,MASH,PN G007.1+04.9,MASH,265.89167,-20.23222,0.8521813411638197,2.320960286556552,1.4687789453927325
7.1542244,-5.0033349,275.245,-25.1716667,71,G007.1-05.0,65,127,MASH,PN G007.1-05.0,MASH,275.245,-25.17167,0.9108069792820924,2.2516569671328845,1.3408499878507922
7.3587253,1.7688007,268.8945833,-21.7105556,72,G007.3+01.7,30,89,MASH,PN G007.3+01.7,MASH,268.89458,-21.71056,1.0410088282103018,2.259346495631082,1.21833766742078
7.4077462,1.7619397,268.9275,-21.6716667,73,G007.4+01.7,13,72,MASH,PN G007.4+01.7,MASH,268.9275,-21.67167,0.8970396967636604,2.3693837907801125,1.472344094016452
7.8124249,-3.7002351,274.3164458,-23.9818083,74,M 2-34,177,59,DSS2,PN M 2-34,MASH,274.31645,-23.98181,0.8730783499652309,2.36595682272249,1.4928784727572588
7.8795778,4.3337355,266.815,-19.9577778,75,G007.8+04.3,80,138,MASH,PN G007.8+04.3,MASH,266.815,-19.95778,1.3207575241468927,2.0004464169014424,0.6796888927545497
8.0757115,3.9050371,267.313375,-20.0095833,77,NGC 6445,149,110,DSS2,NGC 6445,MASH,267.31337,-20.00958,1.4552403067819077,1.812523899022211,0.35728359224030326
8.3349922,-1.1037981,272.1083083,-22.2814583,78,M 1-40,44,105,CAM98,PN M 1-40,MASH,272.10831,-22.28146,0.7515966500373049,2.5715421155934908,1.8199454655561857
8.3303406,9.6362684,262.3045833,-16.7951667,79,G008.3+09.6,120,177,MASH,PN G008.3+09.6,MASH,262.30458,-16.79517,0.5669628636639884,2.5262242662327257,1.9592614025687372
8.2862936,6.87504,264.7379167,-18.2930556,80,He 2-260,85,143,HST,Hen 2-260,MASH,264.73792,-18.29306,0.568845602480855,2.8979599091715156,2.3291143066906606
8.4399075,-2.8291517,273.8029167,-23.0177222,81,G008.4-02.8,85,146,MASH,PN G008.4-02.8,MASH,273.80292,-23.01772,0.2573681627354421,2.798030113476268,2.540661950740826
8.7447642,-4.209816,275.2841667,-23.3991389,82,G008.7-04.2,135,17,MASH,PN G008.7-04.2,MASH,275.28417,-23.39914,0.525988139155849,2.5945872152439247,2.0685990760880757
9.0083166,-2.2572526,273.5508333,-22.2461111,83,G009.0-02.2,15,76,MASH,PN G009.0-02.2,MASH,273.55083,-22.24611,0.905152355822077,2.001110681089823,1.095958325267746
9.0033937,-2.4528432,273.7341667,-22.3436111,84,G009.0-02.4,18,79,MASH,PN G009.0-02.4,MASH,273.73417,-22.34361,0.7492574240310573,2.0092493554732367,1.2599919314421792
9.4257557,-1.2291214,272.7941667,-21.3872222,85,G009.4-01.2,53,114,MASH,PN G009.4-01.2,MASH,272.79417,-21.38722,0.9888057142642921,2.4646961265940237,1.4758904123297316
9.654918,14.8136975,258.5180083,-12.910475,86,NGC 6309,56,114,DSS2,NGC 6309,MASH,258.51801,-12.91047,0.9165911522615539,1.9255091790256404,1.0089180267640865
9.662063,10.5141075,262.2584583,-15.2178889,87,A 41,143,21,DSS2,PN A66  41,MASH,262.25846,-15.21789,1.1060384864085664,1.8813426082150446,0.7753041218064782
9.80766,-1.1454056,272.9125,-21.0122222,88,G009.8-01.1,10,71,MASH,PN G009.8-01.1,MASH,272.9125,-21.01222,1.4897616634899147,2.264108368755881,0.7743467052659665
9.9454106,4.5856368,267.6983333,-18.0583333,89,G009.9+04.5,60,119,MASH,PN G009.9+04.5,MASH,267.69833,-18.05833,0.9051918757158993,2.2788925195864205,1.3737006438705213
10.0782959,-1.5135931,273.3975,-20.9513889,90,G010.0-01.5,65,126,MASH,PN G010.0-01.5,MASH,273.3975,-20.95139,0.3674172127755992,2.8492445978766847,2.4818273851010857
10.0988728,0.7394033,271.3046,-19.8430222,91,NGC 6537,38,99,DSS2,NGC 6537,MASH,271.3046,-19.84302,0.9433298434771281,2.730583083141498,1.7872532396643699
10.2112484,0.3434383,271.7304167,-19.9383333,92,G010.2+00.3,50,110,MASH,PN G010.2+00.3,MASH,271.73042,-19.93833,1.392813045156052,2.5465799404224967,1.1537668952664446
10.8988213,18.0554815,256.4081333,-10.1429389,93,M 2-9,179,57,DSS2,PN M 2-9,MASH,256.40813,-10.14294,1.064597276352524,2.2258235046126162,1.1612262282600923
10.8180515,-1.8270075,274.0688208,-20.4507417,95,NGC 6578,144,25,HST,NGC 6578,MASH,274.06882,-20.45074,1.5332243811041648,1.8923708603661982,0.35914647926203336
11.0010549,1.4442318,271.1216667,-18.7113889,96,G011.0+01.4,60,120,MASH,PN G011.0+01.4,MASH,271.12167,-18.71139,0.9541291826147285,2.278976153615327,1.3248469710005983
11.139102,11.5509203,262.14245,-13.4391167,97,M 2-13,40,98,CAM98,PN M 2-13,MASH,262.14245,-13.43912,1.084076744534495,2.1336755590975764,1.0495988145630815
11.3971504,17.9861212,256.7289625,-9.7830417,98,DeHt 10,175,53,DSS2,PN G011.4+17.9,MASH,256.72896,-9.78304,0.8415428625906957,2.298872077931902,1.4573292153412063
11.7436007,-0.6497274,273.4380667,-19.0760194,99,NGC 6567,107,168,HST,NGC 6567,MASH,273.43807,-19.07602,0.5190618105753416,2.5206831970161945,2.0016213864408527
11.9927685,7.3678568,266.28125,-14.8897222,100,G011.9+07.3,165,44,MASH,PN G011.9+07.3,MASH,266.28125,-14.88972,0.5856184934462351,2.527206038849932,1.9415875454036966
12.1662629,2.7999813,270.4820833,-17.0311111,101,G012.1+02.8,150,30,MASH,PN G012.1+02.8,MASH,270.48208,-17.03111,1.278524877203881,2.865441279105596,1.586916401901715
12.5529647,4.3310591,269.29375,-15.9380556,103,G012.5+04.3,113,173,MASH,PN G012.5+04.3,MASH,269.29375,-15.93806,0.553723979560997,2.965483103296506,2.411759123735509
13.1611882,5.0680378,268.9433333,-15.0455556,104,G013.1+05.0,85,145,MASH,PN G013.1+05.0,MASH,268.94333,-15.04556,0.13643236018607435,3.0037418043470083,2.867309444160934
13.1177809,4.1526105,269.744975,-15.5374417,105,M 1-33,30,90,HST,PN M 1-33,MASH,269.74497,-15.53744,1.4435267303182888,2.3328767082135564,0.8893499778952676
13.6825284,-4.6547868,278.1445833,-19.2352778,106,G013.6-04.6,90,152,MASH,PN G013.6-04.6,MASH,278.14458,-19.23528,0.835164811761285,2.3944666837660726,1.5593018720047875
13.7938473,-15.3072386,288.5477708,-23.6910694,107,We 4-5,141,27,DSS2,[W95] 5,MASH,288.54777,-23.69107,0.6141230530316659,2.79262142293099,2.178498369899324
13.8849679,-2.8145679,276.5178167,-18.2088333,108,SaWe 3,133,15,DSS2,PN SaWe 3,MASH,276.51782,-18.20883,0.9973494717351226,2.3852955597776395,1.387946088042517
14.6191875,2.3527837,272.1329167,-15.1105556,109,G014.6+02.3,50,110,MASH,PN G014.6+02.3,MASH,272.13292,-15.11056,1.121833849306495,1.9735700654261732,0.8517362161196782
14.6576562,1.0124685,273.3708333,-15.7219444,110,G014.6+01.0,175,56,MASH,PN G014.6+01.0,MASH,273.37083,-15.72194,1.4881827485148,2.1623911541169125,0.6742084056021125
15.6281331,-3.0130646,277.5468417,-16.7573111,111,A 44,131,13,DSS2,PN A66  44,MASH,277.54684,-16.75731,0.14428732456109875,1.6845468149763998,1.540259490415301
15.9283726,3.3579972,271.8779125,-13.4798917,112,M 1-39,80,140,HST,PN M 1-39,MASH,271.87791,-13.47989,0.2858759005053207,1.822853864294271,1.5369779637889505
16.0660072,-4.3896547,279.0348208,-16.9991722,113,M 1-54,104,167,DSS2,PN M 1-54,MASH,279.03482,-16.99917,0.8527484946066574,2.2741441003136496,1.421395605706992
16.012823,-7.6228665,282.0456833,-18.4938889,114,G016.0-07.6,135,18,MASH,PN G016.0-07.6,MASH,282.04568,-18.49389,1.1929564047833212,2.2404126434003864,1.0474562386170652
16.3193213,-2.3132354,277.2325,-15.8216667,115,G016.3-02.3,168,50,MASH,PN G016.3-02.3,MASH,277.2325,-15.82167,0.8639087331867906,2.0979072566071184,1.2339985234203277
16.4157495,-0.9299216,276.00875,-15.0925,116,G016.4-00.9,139,20,MASH,PN G016.4-00.9,MASH,276.00875,-15.0925,0.6716104472180743,2.900413589324239,2.2288031421061647
16.5958857,3.1440095,272.4008333,-12.9994444,117,G016.6+03.1,90,151,MASH,PN G016.6+03.1,MASH,272.40083,-12.99944,0.9613056373500822,1.7602217349361775,0.7989160975860953
18.0326015,-2.2146756,277.9608333,-14.2577778,118,G018.0-02.2,56,118,MASH,PN G018.0-02.2,MASH,277.96083,-14.25778,0.698347027099289,2.803151330312405,2.104804303213116
18.5607275,-1.6289774,277.6766667,-13.5191667,119,G018.5-01.6,160,42,MASH,PN G018.5-01.6,MASH,277.67667,-13.51917,1.4536997449972329,1.995039872627305,0.5413401276300722
19.4227128,-13.6247963,289.2673625,-18.0269833,120,DeHt 3,13,73,DSS2,PN DeHt 3,MASH,289.26736,-18.02698,0.10105042720341186,3.0208529785578344,2.9198025513544223
19.870657,5.6629001,271.7491083,-8.9257778,121,CTS 1,102,163,CAM98,PN CTS 1,MASH,271.74911,-8.92578,1.2500013938244527,1.5904855166262224,0.34048412280176965
20.4433246,2.2556834,275.0641667,-10.0413889,122,G020.4+02.2,115,176,MASH,PN G020.4+02.2,MASH,275.06417,-10.04139,1.4846662934595438,1.9275231127107066,0.4428568192511628
20.9990593,-1.1246447,278.3705958,-11.1240028,123,M 1-51,29,92,CAM98,PN M 1-51,MASH,278.3706,-11.124,1.239586247373789,2.227640390733242,0.9880541433594527
21.7431376,-0.6726287,278.3115542,-10.2554028,124,M 3-55,57,120,CAM98,PN M 3-55,MASH,278.31155,-10.2554,1.2618878734862853,2.706942795213447,1.4450549217271615
21.8200882,-0.4778055,278.1720333,-10.0972306,125,M 3-28,2,64,DSS2,PN M 3-28,MASH,278.17203,-10.09723,1.5676564783842795,2.772515910574205,1.2048594321899257
22.1810834,-2.4086712,280.0843667,-10.6631028,126,M 1-57,137,20,CAM98,PN M 1-57,MASH,280.08437,-10.6631,0.6098293968279416,2.1697232423077146,1.559893845479773
22.0709805,-3.1852916,280.7374125,-11.11475,127,M 1-58,78,140,HST,PN M 1-58,MASH,280.73741,-11.11475,0.030738784769689276,1.6921124958335794,1.6613737110638902
22.5698862,1.0549088,277.1468417,-8.7230056,128,MaC 1-13,26,88,DSS2,PN MaC 1-13,MASH,277.14684,-8.72301,0.8490179308985506,2.646292597603664,1.7972746667051136
23.4401642,0.7453969,277.8316667,-8.0952778,129,G023.4+00.7,145,27,MASH,PN G023.4+00.7,MASH,277.83167,-8.09528,0.3124224787107541,2.9482204947921726,2.6357980160814183
23.9281491,-2.3441308,280.834075,-9.0801778,130,M 1-59,116,179,CAM98,PN M 1-59,MASH,280.83407,-9.08018,1.2625428859154741,2.2268503433732847,0.9643074574578105
24.1226624,3.8853624,275.3493792,-6.0321639,131,M 2-40,80,142,CAM98,PN M 2-40,MASH,275.34938,-6.03216,1.3825646324357614,2.2952928437470717,0.9127282113113102
24.2186907,5.9329318,273.5765,-4.98925,132,M 4-9,167,50,DSS2,PN M 4-9,MASH,273.5765,-4.98925,0.8624405953700528,2.0739229924944866,1.211482397124434
24.3669496,-3.3611692,281.9533292,-9.151925,133,Pe 1-17,45,108,CAM98,PN Pe 1-17,MASH,281.95333,-9.15192,0.890312199693135,3.0526335685389556,2.1623213688458205
24.4054652,-3.5441882,282.13625,-9.2005556,134,G024.4-03.5,60,122,MASH,PN G024.4-03.5,MASH,282.13625,-9.20056,1.5123122654765795,2.545738551429124,1.0334262859525447
25.0262097,-11.663521,289.8242458,-12.24355,135,A 60,103,166,DSS2,PN A66  60,MASH,289.82425,-12.24355,0.5313767661843469,2.4371195081714028,1.9057427419870558
25.4181559,-4.7142341,283.655025,-8.8275222,136,IC 1295,69,132,CAM98,IC 1295,MASH,283.65502,-8.82752,0.36566112790826155,2.8252099631729206,2.459548835264659
25.8587589,-17.9117848,295.9910167,-14.1533083,137,NGC 6818,13,79,CAM98,NGC 6818,MASH,295.99102,-14.15331,1.1354701427851968,1.845717397754066,0.7102472549688692
25.9268818,-0.9845861,280.5335125,-6.6820306,138,Pe 1-14,45,108,CAM98,PN Pe 1-14,MASH,280.53351,-6.68203,0.2891643452240831,2.8389495303546077,2.5497851851305247
26.2215391,-3.4493853,282.8804167,-7.5413889,139,G026.2-03.4,7,69,MASH,PN G026.2-03.4,MASH,282.88042,-7.54139,1.351077064152393,2.348936232387387,0.9978591682349938
26.4038363,2.7819109,277.3925,-4.5272222,140,G026.4+02.7,25,87,MASH,PN G026.4+02.7,MASH,277.3925,-4.52722,0.6369714771646741,2.7351821110078496,2.0982106338431756
26.9207358,-0.7643447,280.7933333,-5.6975,141,G026.9-00.7,56,118,MASH,PN G026.9-00.7,MASH,280.79333,-5.6975,0.29665188564478534,3.1074812048630314,2.810829319218246
27.3893282,-3.3999033,283.3678833,-6.479675,142,A 49,31,94,CAM98,PN A66  49,MASH,283.36788,-6.47967,1.0170676314201879,1.6057266538524784,0.5886590224322905
27.6496403,16.9244791,265.4205417,3.1159,143,DeHt 2,44,107,DSS2,PN DeHt 2,MASH,265.42054,3.1159,0.8268013013085175,2.305609815718718,1.4788085144102006
27.6640434,-0.8271421,281.1904167,-5.065,144,G027.6-00.8,40,102,MASH,PN G027.6-00.8,MASH,281.19042,-5.065,1.089959413556375,2.5858563219128627,1.4958969083564877
27.8375756,2.6960572,278.1304167,-3.2958333,145,G027.8+02.7,50,112,MASH,PN G027.8+02.7,MASH,278.13042,-3.29583,0.6435108003527603,1.8364617671334513,1.192950966780691
28.0392451,10.2676448,271.5031917,0.3773806,146,WeSb 3,145,31,DSS2,PN WeSb 3,MASH,271.50319,0.37738,0.08697559712457296,2.766880187429984,2.679904590305411
28.2503012,-4.0278082,284.3222958,-5.9977194,147,Pe 1-20,12,75,CAM98,PN Pe 1-20,MASH,284.3223,-5.99772,0.3556711709513361,2.6009185835627533,2.245247412611417
28.7640196,-3.2192473,283.83125,-5.1744444,149,G028.7-03.2,40,102,MASH,PN G028.7-03.2,MASH,283.83125,-5.17444,0.13028530377109296,2.2810238816785677,2.150738577907475
29.0783614,0.4543006,280.69545,-3.2214722,150,A 48,37,99,DSS2,PN A66  48,MASH,280.69545,-3.22147,0.8448204249346101,2.922560802742561,2.077740377807951
29.2273955,-5.9419432,286.4815,-5.9924778,151,NGC 6751,81,144,DSS2,NGC 6751,MASH,286.4815,-5.99248,1.0248198323920723,2.6249463937769653,1.600126561384893
29.8215952,0.5086956,280.9870833,-2.5355556,152,G029.8+00.5,20,82,MASH,PN G029.8+00.5,MASH,280.98708,-2.53556,1.2696578272692491,2.0521760337987835,0.7825182065295344
60.0455676,-4.3343605,300.0441958,21.7153972,153,A 68,13,72,CAM98,PN A66  68,MASH,300.0442,21.7154,0.11992344690234691,3.0184286007353927,2.898505153833046
60.138406,-7.7324527,303.1783875,19.989625,154,NGC 6886,54,111,CAM98,NGC 6886,MASH,303.17839,19.98962,0.6386298103859395,2.615032980447455,1.9764031700615154
